[0.020s] Invoking command in '/home/marcos/arduinobot_ws/build/arduinobot_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/marcos/arduinobot_ws/install/arduinobot_py_examples:/home/marcos/ros2_ws/install/turtle_catch_them_all:/home/marcos/ros2_ws/install/my_py_pkg:/home/marcos/ros2_ws/install/exo1_py:/opt/ros/humble /usr/bin/cmake --build /home/marcos/arduinobot_ws/build/arduinobot_description -- -j2 -l2
[0.041s] -- Found ament_cmake: 1.3.9 (/opt/ros/humble/share/ament_cmake/cmake)
[0.156s] -- Found ament_lint_auto: 0.12.11 (/opt/ros/humble/share/ament_lint_auto/cmake)
[0.214s] -- Added test 'flake8' to check Python code syntax and style conventions
[0.215s] -- Added test 'lint_cmake' to check CMake code style
[0.216s] -- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257
[0.217s] -- Added test 'xmllint' to check XML markup files
[0.217s] -- Configuring done
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/urdf
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/urdf/arduinobot.urdf.xacro
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/launch
[0.449s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/launch/gazebo.launch.py
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/launch/display.launch.py
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/rviz
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/rviz/display.rviz
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/ament_index/resource_index/package_run_dependencies/arduinobot_description
[0.449s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/ament_index/resource_index/parent_prefix_path/arduinobot_description
[0.449s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/environment/ament_prefix_path.sh
[0.449s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/environment/ament_prefix_path.dsv
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/environment/path.sh
[0.455s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/environment/path.dsv
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/local_setup.bash
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/local_setup.sh
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/local_setup.zsh
[0.455s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/local_setup.dsv
[0.455s] -- Installing: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/package.dsv
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/ament_index/resource_index/packages/arduinobot_description
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/cmake/arduinobot_descriptionConfig.cmake
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/cmake/arduinobot_descriptionConfig-version.cmake
[0.455s] -- Up-to-date: /home/marcos/arduinobot_ws/install/arduinobot_description/share/arduinobot_description/package.xml
[0.459s] Invoked command in '/home/marcos/arduinobot_ws/build/arduinobot_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/marcos/arduinobot_ws/install/arduinobot_py_examples:/home/marcos/ros2_ws/install/turtle_catch_them_all:/home/marcos/ros2_ws/install/my_py_pkg:/home/marcos/ros2_ws/install/exo1_py:/opt/ros/humble /usr/bin/cmake --install /home/marcos/arduinobot_ws/build/arduinobot_description
